Date,CPI
2015-03-01,-0.073
2015-04-01,-0.431
2015-05-01,-0.48
2015-06-01,-1.414
2015-07-01,-2.152
2015-08-01,0.086
2015-09-01,0.131
2015-10-01,-0.411
2015-11-01,0.622
2015-12-01,1.666
2016-01-01,2.157
2016-02-01,-1.369
2016-03-01,-0.333
2016-04-01,-0.32
2016-05-01,-0.669
2016-06-01,-0.463
2016-07-01,-2.343
2016-08-01,-0.472
2016-09-01,0.143
2016-10-01,0.542
2016-11-01,0.973
2016-12-01,1.15
2017-01-01,2.603
2017-02-01,-0.881
2017-03-01,-0.31
2017-04-01,0.981
2017-05-01,-0.246
2017-06-01,-0.947
2017-07-01,-2.575
2017-08-01,-0.394
2017-09-01,0.15
2017-10-01,0.798
2017-11-01,1.978
2017-12-01,1.538
2018-01-01,2.844
2018-02-01,-0.476
2018-03-01,0.127
2018-04-01,-0.337
2018-05-01,-1.04
2018-06-01,-1.611
2018-07-01,-1.175
2018-08-01,0.578
2018-09-01,0.343
2018-10-01,0.122
2018-11-01,1.004
2018-12-01,1.481
2019-01-01,1.834
2019-02-01,0.617
2019-03-01,0.111
2019-04-01,-0.074
2019-05-01,-0.444
2019-06-01,-1.91
2019-07-01,-1.944
2019-08-01,-0.441
2019-09-01,0.195
2019-10-01,0.55
2019-11-01,1.051
2019-12-01,1.253
2020-01-01,1.377
2020-02-01,-0.2
2020-03-01,0.544
2020-04-01,0.892
2020-05-01,-0.145
2020-06-01,-1.406
2020-07-01,-2.097
2020-08-01,-0.149
2020-09-01,-0.183
2020-10-01,0.462
2020-11-01,1.256
2020-12-01,3.352
2021-01-01,2.21
2021-02-01,0.572
2021-03-01,0.978
2021-04-01,1.251
2021-05-01,-0.386
2021-06-01,-0.844
2021-07-01,-0.518
2021-08-01,0.367
2021-09-01,-0.085
2021-10-01,0.661
2021-11-01,1.685
2021-12-01,1.6
2022-01-01,1.6
2022-02-01,0.1
2022-03-01,1.8
2022-04-01,2.3
2022-05-01,0.1
2022-06-01,0.3
2022-07-01,-1.4
2022-08-01,0.2
2022-09-01,0.6
2022-10-01,0.3
2022-11-01,1.1
2022-12-01,1.1
2023-01-01,1.4
2023-02-01,0.1
2023-03-01,-0.7
2023-04-01,0.108
2023-05-01,-1.762
2023-06-01,-1.4
2023-07-01,-0.974
2023-08-01,0.122
2023-09-01,0.881
2023-10-01,0.306
2023-11-01,0.481
2023-12-01,0.938
2024-01-01,1.161
2024-02-01,-0.729
2024-03-01,-0.2
2024-04-01,0.6
2024-05-01,-0.8
2024-06-01,-0.9
2024-07-01,-0.4
2024-08-01,0.1
2024-09-01,0.2
2024-10-01,0.3
2024-11-01,1.3
2024-12-01,1.0
