Date,CPI
2004-02-01,0.13
2004-03-01,0.98
2004-04-01,0.65
2004-05-01,0.15
2004-06-01,-1.53
2004-07-01,-1.17
2004-08-01,-0.24
2004-09-01,0.68
2004-10-01,4.38
2004-11-01,2.26
2004-12-01,1.82
2005-01-01,1.4
2005-02-01,1.2
2005-03-01,2.2
2005-04-01,0.6
2005-05-01,-0.7
2005-06-01,-1.8
2005-07-01,-1.6
2005-08-01,-0.6
2005-09-01,0.8
2005-10-01,0.5
2005-11-01,1.1
2005-12-01,2.2
2006-01-01,1.3
2006-02-01,1.9
2006-03-01,1.3
2006-04-01,0.7
2006-05-01,0.3
2006-06-01,-0.1
2006-07-01,-0.3
2006-08-01,0.0
2006-09-01,0.9
2006-10-01,1.3
2006-11-01,1.3
2006-12-01,2.1
2007-01-01,6.4
2007-02-01,1.5
2007-03-01,1.2
2007-04-01,0.4
2007-05-01,-0.3
2007-06-01,-0.5
2007-07-01,0.1
2007-08-01,0.8
2007-09-01,1.1
2007-10-01,1.9
2007-11-01,3.2
2007-12-01,2.5
2008-01-01,2.5
2008-02-01,2.2
2008-03-01,3.1
2008-04-01,3.1
2008-05-01,2.3
2008-06-01,0.13
2008-07-01,-0.3
2008-08-01,0.0
2008-09-01,0.9
2008-10-01,0.8
2008-11-01,0.1
2008-12-01,-0.4
2009-01-01,-0.6
2009-02-01,-0.77
2009-03-01,-0.7
2009-04-01,-0.2
2009-05-01,-0.2
2009-06-01,-0.6
2009-07-01,0.8
2009-08-01,0.1
2009-09-01,0.4
2009-10-01,0.35
2009-11-01,1.3
2009-12-01,0.8
2010-01-01,0.5
2010-02-01,1.1
2010-03-01,1.3
2010-04-01,0.0
2010-05-01,-0.2
2010-06-01,-0.62
2010-07-01,-0.2
2010-08-01,0.7
2010-09-01,0.9
2010-10-01,0.9
2010-11-01,1.77
2010-12-01,1.4
2011-01-01,0.6
2011-02-01,2.2
2011-03-01,1.1
2011-04-01,-0.3
2011-05-01,-0.4
2011-06-01,-0.9
2011-07-01,-0.8
2011-08-01,0.6
2011-09-01,1.1
2011-10-01,0.0
2011-11-01,1.1
2011-12-01,0.9
2012-01-01,0.1
2012-02-01,0.1
2012-03-01,0.3
2012-04-01,-0.4
2012-05-01,-0.91
2012-06-01,-1.3
2012-07-01,-0.69
2012-08-01,-0.47
2012-09-01,0.61
2012-10-01,0.7
2012-11-01,1.0
2012-12-01,0.7
2013-01-01,1.2
2013-02-01,0.5
2013-03-01,0.6
2013-04-01,0.4
2013-05-01,-0.4
2013-06-01,-1.15
2013-07-01,-0.7
2013-08-01,-0.3
2013-09-01,0.1
2013-10-01,0.7
2013-11-01,0.69
2013-12-01,1.9
2014-01-01,-0.2
2014-02-01,0.4
2014-03-01,0.3
2014-04-01,0.2
2014-05-01,-0.8
2014-06-01,-1.2
2014-07-01,-0.79
2014-08-01,0.0
2014-09-01,1.1
2014-10-01,0.3
2014-11-01,0.1
2014-12-01,0.5
2015-01-01,0.2
2015-02-01,4.0
2015-03-01,0.9
2015-04-01,-0.2
2015-05-01,-0.6
2015-06-01,-1.1
2015-07-01,-0.7
2015-08-01,-0.1
2015-09-01,0.3
2015-10-01,0.1
2015-11-01,0.39
2015-12-01,4.35
2016-01-01,5.8
2016-02-01,0.4
2016-03-01,0.4
2016-04-01,0.2
2016-05-01,-0.1
2016-06-01,-0.5
2016-07-01,-0.3
2016-08-01,0.5
2016-09-01,2.3
2016-10-01,1.3
2016-11-01,1.7
2016-12-01,3.0
2017-01-01,2.3
2017-02-01,1.6
2017-03-01,1.6
2017-04-01,0.2
2017-05-01,0.2
2017-06-01,-1.04
2017-07-01,0.1
2017-08-01,0.2
2017-09-01,0.73
2017-10-01,1.1
2017-11-01,0.2
2017-12-01,0.46
2018-01-01,0.0
2018-02-01,0.2
2018-03-01,0.2
2018-04-01,-0.2
2018-05-01,0.0
2018-06-01,-0.7
2018-07-01,-0.6
2018-08-01,0.86
2018-09-01,0.25
2018-10-01,0.16
2018-11-01,0.6
2018-12-01,0.8
2019-01-01,0.2
2019-02-01,0.6
2019-03-01,0.6
2019-04-01,0.4
2019-05-01,-0.4
2019-06-01,-0.5
2019-07-01,0.1
2019-08-01,-0.3
2019-09-01,0.3
2019-10-01,0.4
2019-11-01,0.5
2019-12-01,0.5
2020-01-01,0.6
2020-02-01,0.7
2020-03-01,1.0
2020-04-01,0.1
2020-05-01,-0.5
2020-06-01,-0.3
2020-07-01,-0.3
2020-08-01,-0.2
2020-09-01,0.1
2020-10-01,0.2
2020-11-01,0.5
2020-12-01,0.8
2021-01-01,1.2
2021-02-01,1.6
2021-03-01,0.9
2021-04-01,0.3
2021-05-01,0.0
2021-06-01,-0.5
2021-07-01,0.9
2021-08-01,0.5
2021-09-01,1.8
2021-10-01,1.6
2021-11-01,1.5
2021-12-01,1.6
2022-01-01,1.6
2022-02-01,1.1
2022-03-01,1.1
2022-04-01,1.0
2022-05-01,0.7
2022-06-01,-0.1
2022-07-01,0.5
2022-08-01,0.9
2022-09-01,3.1
2022-10-01,1.6
2022-11-01,1.0
2022-12-01,1.0
2023-01-01,1.0
2023-02-01,1.5
2023-03-01,0.7
2023-04-01,0.3
2023-05-01,-0.4
2023-06-01,-0.9
2023-07-01,-0.7
2023-08-01,-0.4
2023-09-01,0.3
2023-10-01,0.4
2023-11-01,-0.2
2023-12-01,0.5
2024-01-01,0.5
2024-02-01,0.6
2024-03-01,0.2
2024-04-01,-0.1
2024-05-01,-0.1
2024-06-01,-0.1
2024-07-01,0.9
2024-08-01,0.4
2024-09-01,0.3
2024-10-01,0.3
2024-11-01,0.7
2024-12-01,1.0
